Title,Price_EUR_per_month,Neighbourhood,Person,Number_of_rooms,Square_meters,Exterior_interior,Floor,Lift,Garage
"Alquiler de Piso en calle de Milans, 4",2250.0,"El Gòtic, Barcelona",Profesional,2.0,74.0,exterior,1.0,1.0,
Alquiler de Piso en calle dels Ocells,1295.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,46.0,exterior,1.0,0.0,
"Alquiler de Piso en calle del Portal Nou, 4",1285.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,30.0,exterior,7.0,1.0,
"Alquiler de Piso en rambla Nou de La, 90",1700.0,"El Raval, Barcelona",Profesional,2.0,65.0,exterior,3.0,1.0,
Alquiler de Piso en calle del Peu de la Creu,1200.0,"El Raval, Barcelona",Profesional,1.0,75.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Marquès de la Mina,1095.0,"La Barceloneta, Barcelona",Profesional,1.0,32.0,exterior,Bajo,1.0,
"Alquiler de Piso en calle d'en Serra, 15",2650.0,"El Gòtic, Barcelona",Profesional,1.0,56.0,exterior,3.0,1.0,
Alquiler de Ático en paseo de Joan de Borbó,2000.0,"La Barceloneta, Barcelona",Profesional,2.0,55.0,exterior,4.0,1.0,
Alquiler de Piso en calle de Sidé,1545.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,55.0,exterior,1.0,0.0,
Alquiler de Dúplex en calle d'En Tarròs,1350.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,47.0,exterior,Bajo,0.0,
"Alquiler de Piso en C/Joaquín Costa, 36",1450.0,"El Raval, Barcelona",Profesional,2.0,50.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Sant Antoni Abat,1245.0,"El Raval, Barcelona",Profesional,2.0,71.0,exterior,3.0,0.0,
Alquiler de Piso en calle dels Escudellers,2500.0,"El Gòtic, Barcelona",Profesional,2.0,95.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Ferlandina,1050.0,"El Raval, Barcelona",Profesional,1.0,50.0,exterior,2.0,0.0,
Alquiler de Piso en calle de Sant Pau,3990.0,"El Raval, Barcelona",Profesional,3.0,90.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Sant Pau,3990.0,"El Raval, Barcelona",Profesional,3.0,90.0,exterior,1.0,1.0,
Alquiler de Piso en calle d'En Roig,1150.0,"El Raval, Barcelona",Profesional,2.0,50.0,interior,3.0,0.0,
Alquiler de Piso en calle dels Tallers,1395.0,"El Raval, Barcelona",Profesional,1.0,37.0,exterior,3.0,0.0,
Alquiler de Piso en calle de la Junta de Comerç,1000.0,"El Raval, Barcelona",Profesional,1.0,40.0,exterior,4.0,1.0,
Alquiler de Piso en El Gòtic,1200.0,"Ciutat Vella, Barcelona",Profesional,1.0,60.0,exterior,3.0,0.0,
Alquiler de Piso en Passatge del Patriarca,2850.0,"El Gòtic, Barcelona",Profesional,2.0,87.0,exterior,2.0,1.0,
Alquiler de Piso en calle de la Blanqueria,1295.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,45.0,,1.0,,
Alquiler de Piso en El Gòtic,1700.0,"Ciutat Vella, Barcelona",Profesional,2.0,80.0,exterior,2.0,0.0,
Alquiler de Piso en calle de la Pescateria,1350.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,53.0,exterior,,0.0,
Alquiler de Piso en calle de la Vicaria,1150.0,"La Barceloneta, Barcelona",Profesional,1.0,40.0,exterior,3.0,,
Alquiler de Piso en calle Ferlandina,1090.0,"El Raval, Barcelona",Profesional,1.0,53.0,interior,2.0,1.0,
Alquiler de Piso en El Raval,1150.0,"Ciutat Vella, Barcelona",Profesional,1.0,45.0,exterior,2.0,0.0,
Alquiler de Piso en Passatge Sert,7500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,290.0,exterior,4.0,1.0,
Alquiler de Piso en El Gòtic,1250.0,"Ciutat Vella, Barcelona",Profesional,1.0,40.0,exterior,2.0,0.0,
Alquiler de Piso en La Barceloneta,1200.0,"Ciutat Vella, Barcelona",Profesional,1.0,30.0,exterior,4.0,0.0,
Alquiler de Piso en calle de les cabres,1050.0,"El Raval, Barcelona",Profesional,1.0,36.0,,3.0,1.0,
Alquiler de Piso en El Gòtic,1600.0,"Ciutat Vella, Barcelona",Profesional,2.0,80.0,exterior,2.0,0.0,
Alquiler de Piso en calle de Sòria,1250.0,"La Barceloneta, Barcelona",Profesional,1.0,38.0,exterior,Bajo,0.0,
Alquiler de Piso en calle de Joaquín Costa,1190.0,"El Raval, Barcelona",Profesional,1.0,40.0,,5.0,1.0,
Alquiler de Piso en calle de Gravina,2990.0,"El Raval, Barcelona",Profesional,2.0,120.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Joaquín Costa,1350.0,"El Raval, Barcelona",Profesional,1.0,70.0,,1.0,1.0,
Alquiler de Piso en calle de l'Arc de Sant Agustí,1350.0,"El Raval, Barcelona",Profesional,2.0,58.0,,2.0,1.0,
Alquiler de Piso en calle de la Palla,2500.0,"El Gòtic, Barcelona",Profesional,3.0,104.0,exterior,2.0,1.0,
Alquiler de Piso en calle de l'Hospital,1400.0,"El Raval, Barcelona",Profesional,2.0,55.0,interior,1.0,1.0,
Alquiler de Piso en El Raval,1465.0,"Ciutat Vella, Barcelona",Profesional,2.0,64.0,exterior,2.0,1.0,
Alquiler de Piso en Passatge Sert s/n,2550.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,140.0,interior,1.0,1.0,
Alquiler de Ático en calle d'en Rosic,2950.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,122.0,exterior,5.0,1.0,
Alquiler de Piso en calle dels Boters,4000.0,"El Gòtic, Barcelona",Profesional,3.0,109.0,exterior,4.0,1.0,
Alquiler de Piso en calle de l'Est,2100.0,"El Raval, Barcelona",Profesional,3.0,63.0,exterior,3.0,0.0,
Alquiler de Piso en calle de Sevilla,1200.0,"La Barceloneta, Barcelona",Profesional,1.0,35.0,exterior,4.0,0.0,
Alquiler de Piso en calle de l'Est,2100.0,"El Raval, Barcelona",Profesional,3.0,63.0,exterior,3.0,0.0,
Alquiler de Piso en El Gòtic,2600.0,"Ciutat Vella, Barcelona",Profesional,3.0,93.0,exterior,1.0,1.0,
Alquiler de Piso en calle de la Palla,2500.0,"El Gòtic, Barcelona",Profesional,3.0,104.0,exterior,2.0,1.0,
Alquiler de Piso en El Raval,1465.0,"Ciutat Vella, Barcelona",Profesional,2.0,64.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Sevilla,1200.0,"La Barceloneta, Barcelona",Profesional,1.0,35.0,exterior,4.0,0.0,
Alquiler de Piso en calle de la Bòria,2700.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,110.0,exterior,1.0,1.0,
Alquiler de Piso en calle de la Bòria,2000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,80.0,exterior,1.0,1.0,
Alquiler de Piso en plaza de la Vila de Madrid,2800.0,"El Gòtic, Barcelona",Profesional,2.0,90.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Príncep de Viana,2050.0,"El Raval, Barcelona",Profesional,2.0,65.0,exterior,1.0,1.0,
Alquiler de Casa o chalet independiente en calle de les Basses de Sant Pere,2095.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,80.0,,,,
Alquiler de Piso en calle de Sant Pere Més Baix,1500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,52.0,interior,1.0,1.0,
Alquiler de Piso en calle de l'Argenteria,1033.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,49.0,interior,2.0,0.0,
Alquiler de Piso en calle de Gravina,2990.0,"El Raval, Barcelona",Profesional,2.0,87.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Sant Pere Mitjà,1800.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,58.0,exterior,2.0,0.0,
Alquiler de Piso en plaza Vila de Madrid,2400.0,"El Gòtic, Barcelona",Profesional,2.0,82.0,exterior,3.0,1.0,
Alquiler de Piso en plaza de Sant Just,17050.0,"El Gòtic, Barcelona",Profesional,2.0,293.0,exterior,2.0,1.0,
Alquiler de Piso en rambla La Rambla,3000.0,"El Raval, Barcelona",Profesional,4.0,130.0,exterior,2.0,1.0,
Alquiler de Piso en calle de la Reina Cristina,2400.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,80.0,exterior,3.0,0.0,Garage optional
Alquiler de Piso en calle del Sabateret,1595.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,87.0,interior,5.0,0.0,
Alquiler de Piso en plaza de la Vila de Madrid,2500.0,"El Gòtic, Barcelona",Profesional,2.0,84.0,exterior,1.0,1.0,
Alquiler de Dúplex en calle de Balboa,2500.0,"La Barceloneta, Barcelona",Profesional,3.0,120.0,exterior,Bajo,1.0,Garage included
Alquiler de Piso en El Gòtic,1550.0,"Ciutat Vella, Barcelona",Profesional,2.0,75.0,exterior,5.0,1.0,
Alquiler de Piso en plaza de Sant Just,18260.0,"El Gòtic, Barcelona",Profesional,2.0,312.0,exterior,3.0,1.0,
Alquiler de Piso en calle del Doctor Aiguader,2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,78.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Marquès de Barberà,1050.0,"El Raval, Barcelona",Profesional,1.0,30.0,exterior,5.0,0.0,
"Alquiler de Piso en calle de Pelai, 40",4500.0,"El Raval, Barcelona",Jaime,3.0,162.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Príncep de Viana,2050.0,"El Raval, Barcelona",Profesional,2.0,65.0,exterior,2.0,1.0,
Alquiler de Piso en Santa Ana,2300.0,"El Gòtic, Barcelona",Profesional,3.0,90.0,exterior,2.0,1.0,
Alquiler de Ático en calle de la Bòria,2150.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,45.0,exterior,4.0,1.0,
Alquiler de Piso en ramblas 136,3400.0,"El Gòtic, Barcelona",Profesional,5.0,170.0,exterior,2.0,1.0,
Alquiler de Piso en calle del Marquès de Barberà,1050.0,"El Raval, Barcelona",Profesional,1.0,30.0,exterior,5.0,0.0,
"Alquiler de Piso en calle de Pelai, 40",4500.0,"El Raval, Barcelona",Jaime,3.0,162.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Príncep de Viana,2050.0,"El Raval, Barcelona",Profesional,2.0,65.0,exterior,2.0,1.0,
Alquiler de Piso en paseo de Colom,3000.0,"El Gòtic, Barcelona",Profesional,1.0,55.0,exterior,3.0,0.0,
Alquiler de Piso en plaza de la Vila de Madrid,2800.0,"El Gòtic, Barcelona",Profesional,2.0,90.0,exterior,1.0,1.0,
Alquiler de Piso en Santa Ana,2300.0,"El Gòtic, Barcelona",Profesional,3.0,90.0,exterior,2.0,1.0,
Alquiler de Piso en calle de la Reina Cristina,2400.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,80.0,exterior,3.0,0.0,Garage optional
Alquiler de Piso en calle dels Tallers,1000.0,"El Raval, Barcelona",Profesional,1.0,30.0,interior,4.0,1.0,
Alquiler de Piso en calle de la Bòria,2700.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,110.0,exterior,1.0,1.0,
Alquiler de Piso en paseo de Colom,2500.0,"El Gòtic, Barcelona",Profesional,3.0,90.0,exterior,7.0,1.0,
Alquiler de Ático en calle d'en Gignàs,2500.0,"El Gòtic, Barcelona",Profesional,1.0,85.0,exterior,6.0,1.0,
"Alquiler de Piso en calle d'Estruc, 34",2000.0,"El Gòtic, Barcelona",Particular,2.0,75.0,exterior,4.0,1.0,
Alquiler de Dúplex en calle de la Blanqueria,1325.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,47.0,exterior,1.0,0.0,
Alquiler de Piso en calle dels Canvis Vells,3800.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,80.0,exterior,1.0,0.0,
Alquiler de Piso en calle de l'Argenteria,1033.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,49.0,interior,2.0,0.0,
Alquiler de Ático en calle de Berenguer Mallol,2400.0,"La Barceloneta, Barcelona",Profesional,2.0,120.0,exterior,4.0,1.0,
Alquiler de Piso en ramblas 136,3400.0,"El Gòtic, Barcelona",Profesional,5.0,170.0,exterior,2.0,1.0,
Alquiler de Piso en plaza de la Vila de Madrid,2500.0,"El Gòtic, Barcelona",Profesional,2.0,84.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Príncep de Viana,2050.0,"El Raval, Barcelona",Profesional,2.0,65.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Sant Pere Mitjà,1800.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,58.0,exterior,2.0,0.0,
Alquiler de Piso en calle de Sant Pere Més Baix,1500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,52.0,interior,1.0,1.0,
Alquiler de Ático en calle de la Bòria,2150.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,45.0,exterior,4.0,1.0,
Alquiler de Piso en rambla La,1450.0,"El Gòtic, Barcelona",Profesional,1.0,67.0,exterior,2.0,0.0,
Alquiler de Piso en calle de Joaquín Costa,1900.0,"El Raval, Barcelona",Profesional,4.0,85.0,,1.0,,
Alquiler de Piso en calle dels Còdols,1650.0,"El Gòtic, Barcelona",Profesional,3.0,76.0,exterior,1.0,1.0,
Alquiler de Piso en plaza de les Olles,2700.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,95.0,exterior,2.0,0.0,
Alquiler de Piso en calle de Carbonell,1500.0,"La Barceloneta, Barcelona",Profesional,1.0,52.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Sant Vicenç,1600.0,"El Raval, Barcelona",Profesional,3.0,83.0,interior,3.0,1.0,
Alquiler de Piso en calle dels Escudellers Blancs,1000.0,"El Gòtic, Barcelona",Profesional,1.0,60.0,exterior,3.0,0.0,
Alquiler de Piso en calle de la Princesa,1500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,47.0,interior,2.0,1.0,
Alquiler de Piso en calle de la Princesa,1500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,47.0,interior,2.0,1.0,
Alquiler de Piso en calle de Carbonell,1500.0,"La Barceloneta, Barcelona",Profesional,1.0,52.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Sant Vicenç,1600.0,"El Raval, Barcelona",Profesional,3.0,83.0,interior,3.0,1.0,
Alquiler de Piso en calle del Doctor Aiguader,2500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,90.0,exterior,1.0,1.0,Garage optional
Alquiler de Piso en calle dels Còdols,1650.0,"El Gòtic, Barcelona",Profesional,3.0,76.0,exterior,1.0,1.0,
Alquiler de Piso en calle del Doctor Aiguader,2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,110.0,exterior,1.0,1.0,Garage optional
Alquiler de Piso en calle dels Escudellers Blancs,1000.0,"El Gòtic, Barcelona",Profesional,1.0,60.0,exterior,3.0,0.0,
Alquiler de Piso en avenida del Portal de l'Àngel,2850.0,"El Gòtic, Barcelona",Profesional,3.0,110.0,interior,3.0,1.0,
Alquiler de Ático en calle de la Fusina,2400.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,139.0,exterior,5.0,0.0,
Alquiler de Piso en paseo de Colom,2500.0,"El Gòtic, Barcelona",Profesional,3.0,93.0,exterior,2.0,1.0,
Alquiler de Piso en El Gòtic,1750.0,"Ciutat Vella, Barcelona",Profesional,2.0,121.0,,,1.0,
Alquiler de Piso en via Laietana,2950.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,118.0,exterior,3.0,1.0,
Alquiler de Piso en calle d'en Gignàs,1500.0,"El Gòtic, Barcelona",Profesional,1.0,60.0,exterior,2.0,1.0,
"Alquiler de Piso en plaza de la Vila de Madrid, 3",1800.0,"El Gòtic, Barcelona",Profesional,3.0,90.0,interior,3.0,1.0,
Alquiler de Ático en calle del General Castaños,2700.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,135.0,exterior,1.0,0.0,
"Alquiler de Piso en calle dels Flassaders, 45",1300.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,66.0,exterior,1.0,0.0,
Alquiler de Piso en calle de Salomó ben Adret,1300.0,"El Gòtic, Barcelona",Profesional,1.0,60.0,exterior,3.0,0.0,
"Alquiler de Estudio en calle Cortines, 13",990.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,,31.0,exterior,4.0,1.0,
Alquiler de Piso en calle de Joaquín Costa,1900.0,"El Raval, Barcelona",Profesional,4.0,90.0,exterior,1.0,0.0,
Alquiler de Piso en calle de Freixures,1374.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,125.0,exterior,Entreplanta,0.0,
"Alquiler de Piso en calle de la Princesa, Barcelona",3850.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,120.0,exterior,3.0,1.0,
"Alquiler de Piso en calle d'Avinyó, 39",1190.0,"El Gòtic, Barcelona",Profesional,1.0,50.0,exterior,Entreplanta,1.0,
Alquiler de Estudio en calle de Picalquers,835.0,"El Raval, Barcelona",Profesional,,18.0,,4.0,0.0,
Alquiler de Dúplex en calle de Sant Pere Més Alt,2250.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,90.0,exterior,Entreplanta,0.0,
Alquiler de Piso en paseo de Joan de Borbó,6000.0,"La Barceloneta, Barcelona",Profesional,1.0,70.0,exterior,,1.0,
Alquiler de Piso en La Barceloneta,1285.0,"Ciutat Vella, Barcelona",Profesional,1.0,32.0,exterior,Bajo,0.0,
Alquiler de Piso en Gravina,3300.0,"El Raval, Barcelona",Profesional,3.0,107.0,exterior,1.0,1.0,
Alquiler de Piso en Carrer de la Mercè,1900.0,"El Gòtic, Barcelona",Profesional,2.0,63.0,exterior,3.0,1.0,
Alquiler de Piso en calle del Doctor Aiguader,3000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,50.0,exterior,3.0,1.0,
Alquiler de Piso en plaza de la Vila de Madrid s/n,2100.0,"El Gòtic, Barcelona",Profesional,3.0,89.0,exterior,5.0,1.0,
"Alquiler de Piso en calle de la Princesa, Barcelona",3850.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,120.0,exterior,3.0,1.0,
Alquiler de Piso en Gravina,3300.0,"El Raval, Barcelona",Profesional,3.0,107.0,exterior,1.0,1.0,
Alquiler de Piso en El Gòtic,1500.0,"Ciutat Vella, Barcelona",Profesional,1.0,53.0,interior,1.0,0.0,
Alquiler de Piso en calle dels Boters,875.0,"El Gòtic, Barcelona",Profesional,1.0,31.0,exterior,3.0,0.0,
Alquiler de Dúplex en calle Ample,2400.0,"El Gòtic, Barcelona",Profesional,1.0,120.0,exterior,5.0,0.0,
Alquiler de Piso en plaza de la Vila de Madrid s/n,2100.0,"El Gòtic, Barcelona",Profesional,3.0,89.0,exterior,5.0,1.0,
"Alquiler de Piso en calle d'Avinyó, 39",1190.0,"El Gòtic, Barcelona",Profesional,1.0,50.0,exterior,Entreplanta,1.0,
Alquiler de Piso en La Barceloneta,1285.0,"Ciutat Vella, Barcelona",Profesional,1.0,32.0,exterior,Bajo,0.0,
Alquiler de Piso en calle d'en Rauric,950.0,"El Gòtic, Barcelona",Profesional,1.0,55.0,exterior,1.0,0.0,
"Alquiler de Piso en calle d'En Roig, 11",1450.0,"El Raval, Barcelona",Profesional,1.0,50.0,exterior,3.0,0.0,
Alquiler de Piso en plaza de Sant Just,10010.0,"El Gòtic, Barcelona",Profesional,2.0,170.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Sant Pere Més Alt,1690.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,85.0,exterior,Entreplanta,1.0,
Alquiler de Estudio en calle de Ferran,1100.0,"El Gòtic, Barcelona",Profesional,,45.0,exterior,Entreplanta,0.0,
Alquiler de Piso en calle de Gravina,3350.0,"El Raval, Barcelona",Profesional,2.0,75.0,exterior,2.0,1.0,
Alquiler de Piso en Carrer de la Mercè,1400.0,"El Gòtic, Barcelona",Profesional,1.0,63.0,exterior,,1.0,
Alquiler de Piso en calle de la Mercè,1800.0,"El Gòtic, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,
"Alquiler de Piso en calle de la Riera Baixa, 20",1200.0,"El Raval, Barcelona",Particular,2.0,55.0,exterior,3.0,0.0,
Alquiler de Piso en calle de la Portaferrissa,5700.0,"El Gòtic, Barcelona",Profesional,4.0,330.0,interior,2.0,1.0,Garage included
Alquiler de Piso en calle Ample,1650.0,"El Gòtic, Barcelona",Profesional,4.0,92.0,exterior,4.0,0.0,
Alquiler de Piso en calle de Gravina,3050.0,"El Raval, Barcelona",Profesional,2.0,70.0,exterior,2.0,0.0,Garage included
Alquiler de Piso en calle del Doctor Aiguader,2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,72.0,exterior,1.0,1.0,Garage included
Alquiler de Piso en plaza de Sant Just,12100.0,"El Gòtic, Barcelona",Profesional,2.0,205.0,exterior,2.0,1.0,
Alquiler de Piso en plaza de Sant Just,10340.0,"El Gòtic, Barcelona",Profesional,2.0,175.0,exterior,2.0,1.0,
Alquiler de Piso en via Laietana,2050.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,85.0,exterior,5.0,1.0,
Alquiler de Ático en via laietana,2000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,76.0,exterior,6.0,1.0,
Alquiler de Piso en calle d'en Gignàs,1800.0,"El Gòtic, Barcelona",Profesional,1.0,65.0,exterior,4.0,1.0,
Alquiler de Piso en calle d'en Copons,3900.0,"El Gòtic, Barcelona",Profesional,3.0,109.0,exterior,1.0,1.0,Garage included
Alquiler de Dúplex en calle dels Tres Llits,2500.0,"El Gòtic, Barcelona",Profesional,1.0,83.0,exterior,Bajo,0.0,
Alquiler de Piso en calle de la Mercè,2000.0,"El Gòtic, Barcelona",Profesional,3.0,95.0,exterior,,1.0,
"Alquiler de Piso en Passatge del Rellotge, 10",2500.0,"El Gòtic, Barcelona",Profesional,2.0,125.0,exterior,3.0,1.0,
"Alquiler de Piso en Passatge del Rellotge, 10",2500.0,"El Gòtic, Barcelona",Profesional,2.0,125.0,exterior,3.0,1.0,
Alquiler de Piso en calle d'en Gignàs,1800.0,"El Gòtic, Barcelona",Profesional,1.0,65.0,exterior,4.0,1.0,
Alquiler de Piso en calle d'en Gignàs,1800.0,"El Gòtic, Barcelona",Profesional,1.0,70.0,exterior,1.0,1.0,
Alquiler de Piso en plaza de Sant Just,12100.0,"El Gòtic, Barcelona",Profesional,2.0,205.0,exterior,2.0,1.0,
Alquiler de Piso en calle del Doctor Aiguader,2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,72.0,exterior,1.0,1.0,Garage included
Alquiler de Piso en calle d'en Copons,3900.0,"El Gòtic, Barcelona",Profesional,3.0,109.0,exterior,1.0,1.0,Garage included
Alquiler de Piso en Carrer de la Mercè,1400.0,"El Gòtic, Barcelona",Profesional,1.0,63.0,exterior,,1.0,
"Alquiler de Piso en avenida del Portal de l'Àngel, 18",3250.0,"El Gòtic, Barcelona",Profesional,3.0,110.0,exterior,3.0,1.0,
Alquiler de Piso en calle del General Álvarez de Castro,1295.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,4.0,85.0,exterior,4.0,0.0,
Alquiler de Piso en calle del General Álvarez de Castro,1295.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,4.0,85.0,exterior,4.0,0.0,
Alquiler de Piso en Carrer de la Mercè,1500.0,"El Gòtic, Barcelona",Profesional,2.0,63.0,exterior,,1.0,
Alquiler de Piso en El Raval,2100.0,"Ciutat Vella, Barcelona",Profesional,2.0,75.0,exterior,1.0,1.0,
Alquiler de Piso en calle de la Paloma,900.0,"El Raval, Barcelona",Profesional,1.0,34.0,interior,Entreplanta,0.0,
